from,from_ctry,to,to_ctry,sp_distance,distance,duration,speed_kmh,speed_kmh_imp,duration_imp,border_dist,border_time,total_time,total_time_imp,rugg,pop_wpop,pop_wpop_km2,cost_km_adj,cost_km_adj,upgrade_cat,ug_cost_km
1175,ETH,1206,ETH,211318.739162487,268321.5,434.55,37.0481877804626,100,160.9929,0,0,434.55,160.9929,80140.21875,23386.650390625,15.2886187219311,528300.568174812,528300.568174812,Upgrade,447294.481054674
1199,MWI,1200,MWI,38138.6756955799,46835,33.45,84.0089686098655,100,28.101,0,0,33.45,28.101,479960.15625,115414.171875,431.810341601333,966075.71903785,966075.71903785,Asphalt Mix Resurfacing,206077.345441219
1199,MWI,1207,MWI,29501.7126359716,32533,35.5,54.9853521126761,100,19.5198,0,0,35.5,19.5198,93281.390625,66685.703125,316.612200228758,773068.375220685,773068.375220685,Upgrade,654531.224353514
1179,MWI,1208,MOZ,99200.9500117911,124787.5,122.05,61.3457599344531,100,74.8725,659491.4375,2107.170825,2229.220825,2182.043325,191017.09375,152277.90625,223.375895883218,732774.753449657,732774.753449657,Mixed Works,394477.075607065
1197,TZA,1208,MOZ,318776.58932655,381601,463.8,49.3662354463131,100,228.9606,1373645.84375,5461.5,5925.3,5690.4606,77268.2109375,404080.65625,174.123198595604,643655.031815793,643655.031815793,Upgrade,544961.260270705
1208,MOZ,1209,MOZ,98391.3371868767,132990.5,127.7,62.4857478465153,100,79.7943,0,0,127.7,79.7943,135152.34375,145150.265625,215.505137812803,700845.808610226,700845.808610226,Mixed Works,377288.660301837
1192,KEN,1203,KEN,87788.6110575318,103540,93.6,66.3717948717949,100,62.124,0,0,93.6,62.124,51676.5625,321932.9375,529.168833707195,673874.920413307,673874.920413307,Mixed Works,362769.332155829
1200,MWI,1201,MWI,49972.3685285904,59053,79.5,44.5683018867925,100,35.4318,0,0,79.5,35.4318,74894.078125,178825.625,520.851034933505,703613.246786798,703613.246786798,Upgrade,595725.882279489
1187,ETH,1205,ETH,36602.9524261164,56580,58.65,57.8823529411765,100,33.948,0,0,58.65,33.948,147881.71875,180329.59375,705.42772422164,783374.353436393,783374.353436393,Upgrade,663256.952576145
1187,ETH,1188,ETH,120714.875775762,160119.5,214.6,44.7678005591799,100,96.0717,0,0,214.6,96.0717,120265.8046875,217801.640625,261.680361654278,702550.03359469,702550.03359469,Upgrade,594825.69511017
1161,SDN,1210,SDN,191758.833575048,217561.5,158.45,82.383654149574,100,130.5369,0,0,158.45,130.5369,31160.275390625,504227.15625,374.032544683189,615796.007487054,615796.007487054,Asphalt Mix Resurfacing,145738.388438603
1161,SDN,1211,ETH,274954.041183995,352990,262.7,80.6220022839741,100,211.794,1288437.5,5129.581725,5392.281725,5341.375725,56576.52734375,457097.375,234.676761361496,635875.558680831,635875.558680831,Asphalt Mix Resurfacing,150490.548887796
1140,EGY,1212,SDN,522005.591531853,608629,453.3,80.5597617471873,100,365.1774,1505677.09375,6615,7068.3,6980.1774,185994.953125,221030.96875,56.2132325813683,650333.60123661,650333.60123661,Asphalt Mix Resurfacing,153912.285625997
1137,KEN,1213,KEN,54965.9942981839,83642,146.4,34.2795081967213,100,50.1852,0,0,146.4,50.1852,92413.1796875,5163.8935546875,13.8379731360352,533167.614772066,533167.614772066,Upgrade,451415.247173682
1179,MWI,1214,MOZ,45958.4074872345,62481,58.1,64.5242685025818,100,37.4886,659491.4375,2107.170825,2165.270825,2144.659425,143891.875,27356.79296875,85.5758976708982,653208.685730698,653208.685730698,Mixed Works,351644.009151692
1179,MWI,1207,MWI,91630.4156677982,115758,121.65,57.0939580764488,100,69.4548,0,0,121.65,69.4548,223157.28125,117472.3828125,193.515980641396,737570.230925554,737570.230925554,Upgrade,624476.128850301
1207,MWI,1215,MOZ,113025.802153104,122296,183.35,40.0205072266158,100,73.3776,659491.4375,2107.170825,2290.520825,2180.548425,26086.5078125,90957.8359375,119.056983755584,547175.568413012,547175.568413012,Upgrade,463275.314589684
1205,ETH,1216,ETH,158189.291717299,217121.5,266.7,48.8462317210349,100,130.2729,0,0,266.7,130.2729,138195.15625,580600.125,543.447387335728,760018.641455221,760018.641455221,Upgrade,643482.44976542
1186,ETH,1188,ETH,98520.3209404074,154216,168.4,54.9463182897862,100,92.5296,0,0,168.4,92.5296,46541.609375,220362.484375,322.766049909498,638145.1629933,638145.1629933,Upgrade,540296.238000993
1188,ETH,1217,ETH,86933.5251011214,132387.5,174.85,45.4289390906491,100,79.4325,0,0,174.85,79.4325,114233.203125,130668.4765625,223.154979155147,688875.197864077,688875.197864077,Upgrade,583247.667524919
1184,KEN,1213,KEN,152392.753880187,173280,301,34.5408637873754,100,103.968,0,0,301,103.968,71497.8671875,65748.0546875,63.1354194981763,585500.605221492,585500.605221492,Upgrade,495723.845754196
1197,TZA,1218,TZA,286779.440989545,409012.5,599.85,40.9114778694674,100,245.4075,0,0,599.85,245.4075,48107.12109375,128107.3203125,61.5895878394787,557155.798832455,557155.798832455,Upgrade,471725.243011479
1197,TZA,1219,TZA,298757.309641489,401462,297.75,80.8991435768262,100,240.8772,0,0,297.75,240.8772,13599.3671875,76613.1484375,35.608504814363,457441.504432748,457441.504432748,Asphalt Mix Resurfacing,108261.156049083
1203,KEN,1220,KEN,44775.7255834761,51389.5,48.4,63.7059917355372,100,30.8337,0,0,48.4,30.8337,81656.8515625,406890.375,1318.30634021635,769267.436572059,769267.436572059,Mixed Works,414122.303354625
1196,TZA,1198,TZA,177435.041798173,257948.5,193.75,79.8808258064516,100,154.7691,0,0,193.75,154.7691,109272.25,332750.09375,275.931064986194,697640.414996306,697640.414996306,Mixed Works,375563.090073011
1198,TZA,1221,TZA,146217.053448302,184124.5,132.75,83.2201129943503,100,110.4747,0,0,132.75,110.4747,212602.9375,205555.265625,208.625575537318,737972.072899486,737972.072899486,Asphalt Mix Resurfacing,174653.390586211
1201,MWI,1222,MOZ,136782.117023284,167108.5,241.45,41.5262373162145,100,100.2651,659491.4375,2107.170825,2348.620825,2207.435925,49383.765625,132255.359375,142.280629272317,599673.549314872,599673.549314872,Upgrade,507723.605086591
1193,TZA,1196,TZA,217902.10245678,249804.5,260.85,57.4593444508338,100,149.8827,0,0,260.85,149.8827,53818.56640625,349603.53125,235.627740564456,632289.964489001,632289.964489001,Upgrade,535338.836600686
1196,TZA,1223,TZA,181055.541522024,198005,221.3,53.684139177587,100,118.803,0,0,221.3,118.803,160075.328125,301071.0625,248.024601027456,723782.990525526,723782.990525526,Upgrade,612802.931978278
1171,TZA,1193,TZA,83913.525257338,89788.5,81.3,66.2645756457565,100,53.8731,0,0,81.3,53.8731,61320.546875,75707.1484375,132.968074948438,611951.054225676,611951.054225676,Mixed Works,329433.650858155
1186,ETH,1224,ETH,38722.0181202587,55999,39.75,84.5267924528302,100,33.5994,0,0,39.75,33.5994,63114.6328125,72671.1875,271.445394153162,652263.70828057,652263.70828057,Asphalt Mix Resurfacing,154369.077626401
1209,MOZ,1214,MOZ,85453.2331585361,100256,149.95,40.1157719239747,100,60.1536,0,0,149.95,60.1536,69362.796875,20025.060546875,35.0535990081496,555500.785882618,555500.785882618,Upgrade,470323.99871395
1214,MOZ,1215,MOZ,93175.7492897111,113335,104.6,65.0105162523901,100,68.001,0,0,104.6,68.001,26352.779296875,19714.08984375,30.6387842712343,489132.709287656,489132.709287656,Mixed Works,263316.441833187
1206,ETH,1213,KEN,40103.2607768972,42488,92.3,27.6195016251354,100,25.4928,780312.5,3541.831725,3634.131725,3567.324525,18734.423828125,17073.380859375,60.3133015734702,554421.72107667,554421.72107667,Upgrade,469410.39051158
1206,ETH,1225,ETH,109342.278224975,151789,181.3,50.2335355763927,100,91.0734,0,0,181.3,91.0734,61613.5859375,28148.068359375,37.8368810884082,551132.219248482,551132.219248482,Upgrade,466625.278963715
1204,KEN,1220,KEN,137811.871102759,157161,120.6,78.189552238806,100,94.2966,0,0,120.6,94.2966,71190.171875,1158984.75,1234.3997949608,752493.750827907,752493.750827907,Mixed Works,405092.46919569
1220,KEN,1226,KEN,107189.70875416,153957.5,142.15,64.9838199085473,100,92.3745,0,0,142.15,92.3745,103080.78125,579533.3125,802.535531679435,758430.185338354,758430.185338354,Mixed Works,408288.249773813
1171,TZA,1227,TZA,68195.78784794,82001,77.9,63.1586649550706,100,49.2006,0,0,77.9,49.2006,35548.5546875,428562,940.412464179891,676517.105496108,676517.105496108,Mixed Works,364191.708458738
1209,MOZ,1228,MOZ,178033.170566652,225516.5,208.7,64.8346430282703,100,135.3099,0,0,208.7,135.3099,55473.46484375,8979.4326171875,7.47579155514258,478183.306689676,478183.306689676,Mixed Works,257422.013434608
1217,ETH,1224,ETH,52453.1065777778,73126,79.55,55.1547454431176,100,43.8756,0,0,79.55,43.8756,110434.3046875,47460.87890625,131.886174353755,656261.785939293,656261.785939293,Upgrade,555634.978761935
1224,ETH,1229,ETH,43649.2657963744,54761.5,47.3,69.4649048625793,100,32.8569,0,0,47.3,32.8569,83837.3203125,166154.421875,548.694375570913,716360.530818009,716360.530818009,Mixed Works,385640.752423695
1217,ETH,1229,ETH,59559.5548762965,90075,115.25,46.8937093275488,100,54.045,0,0,115.25,54.045,149128.5,188621.765625,464.462295256193,756843.89843447,756843.89843447,Upgrade,640794.500674517
1216,ETH,1217,ETH,116557.422222837,158667.5,211,45.1187203791469,100,95.2005,0,0,211,95.2005,99821.9453125,369110.375,464.653038631146,721275.671957186,721275.671957186,Upgrade,610680.068923751
1174,SDN,1210,SDN,319477.549128144,355866.5,253.4,84.2619968429361,100,213.5199,0,0,253.4,213.5199,76660.1328125,322176.875,137.91362157205,630507.870267708,630507.870267708,Asphalt Mix Resurfacing,149220.195963357
1174,SDN,1212,SDN,169440.411519307,210497.5,148.8,84.8780241935484,100,126.2985,0,0,148.8,126.2985,162941.421875,270502.4375,231.034631380245,720982.33152519,720982.33152519,Asphalt Mix Resurfacing,170632.485127628
1210,SDN,1231,ERI,47332.4777868736,64057.5,47.65,80.6600209863589,100,38.4345,1552500,5960.7908625,6008.4408625,5999.2253625,88609.125,214568.84375,658.690725278552,732403.142339004,732403.142339004,Asphalt Mix Resurfacing,173335.410353564
1215,MOZ,1222,MOZ,88983.9005232059,124956.5,167.75,44.6938301043219,100,74.9739,0,0,167.75,74.9739,172738.21875,187570.4375,306.140394766076,743565.284382563,743565.284382563,Upgrade,629551.940777237
1215,MOZ,1232,MOZ,97303.9729244076,110319,128.2,51.6313572542902,100,66.1914,0,0,128.2,66.1914,108129.84375,157363.890625,235.662776759026,687516.884503875,687516.884503875,Upgrade,582097.628879948
1229,ETH,1233,ETH,125390.5617679,166872,245.65,40.7584775086505,100,100.1232,0,0,245.65,100.1232,78110.328125,193711.28125,224.760785230048,658557.942027502,658557.942027502,Upgrade,557579.057583285
1229,ETH,1234,ETH,55491.0476182822,75601,96.6,46.9571428571429,100,45.3606,0,0,96.6,45.3606,133591.078125,226954.078125,599.808975447728,763299.08649641,763299.08649641,Upgrade,646259.893233628
1225,ETH,1235,ETH,35560.4647707329,42152,46.25,54.6836756756757,100,25.2912,0,0,46.25,25.2912,113895.9375,86981.5859375,348.455420946333,798271.336864,798271.336864,Upgrade,675869.731878186
1235,ETH,1236,ETH,155808.684365655,268298,378.55,42.5251089684322,100,160.9788,0,0,378.55,160.9788,315931.59375,215200.890625,202.640142663005,771993.081762553,771993.081762553,Upgrade,653620.809225628
1235,ETH,1237,ETH,178793.21372482,215428.5,232.05,55.7022624434389,100,129.2571,0,0,232.05,129.2571,191205.421875,411485.71875,331.918341571053,757857.553989086,757857.553989086,Upgrade,641652.729044092
1211,ETH,1231,ERI,290831.641872072,352953,340.2,62.2492063492064,100,211.7718,1024375,4298.3725875,4638.5725875,4510.1443875,235027.25,375311.3125,178.856140910692,737244.747889733,737244.747889733,Mixed Works,396883.422613973
1231,ERI,1238,ERI,96830.7496380371,113470,80.95,84.1037677578752,100,68.082,0,0,80.95,68.082,138667.1875,47027.51171875,71.8339739974607,640831.849960308,640831.849960308,Asphalt Mix Resurfacing,151663.537823939
1218,TZA,1221,TZA,82853.0327060193,103768.5,139.55,44.6156216409889,100,62.2611,0,0,139.55,62.2611,251918.796875,32918.890625,59.1089952350174,677282.69099299,677282.69099299,Upgrade,573432.678374064
1204,KEN,1227,TZA,231779.745511214,269249,204.1,79.1520823125919,100,161.5494,1392343.75,6551.25,6755.35,6712.7994,108333.453125,1237614.625,725.338122931271,756444.665866693,756444.665866693,Mixed Works,407219.378458237
1227,TZA,1239,TZA,73008.0482600039,81801,86.65,56.6423542989036,100,49.0806,0,0,86.65,49.0806,78960.40625,762941.4375,1566.52000753041,777483.338443096,777483.338443096,Upgrade,658269.226548488
1225,ETH,1240,ETH,82274.3808794896,110500,115.5,57.4025974025974,100,66.3,0,0,115.5,66.3,142787.625,112887.7734375,207.413990148361,703202.660611516,703202.660611516,Upgrade,595378.252651083
1236,ETH,1237,ETH,114745.444032885,219613.5,268.1,49.1488623647893,100,131.7681,0,0,268.1,131.7681,192049.0625,410778.09375,528.099776065463,788713.019897532,788713.019897532,Upgrade,667777.023513243
1173,MOZ,1241,MOZ,32124.3799605183,38786.5,36.55,63.6714090287278,100,23.2719,0,0,36.55,23.2719,3052.10864257813,198172.28125,871.719903018649,558865.897685577,558865.897685577,Mixed Works,300856.141587402
1173,MOZ,1202,MOZ,83010.8865580066,113062,80.05,84.7435352904435,100,67.8372,0,0,80.05,67.8372,17243.69921875,89033.53125,161.048613566073,534102.18895413,534102.18895413,Asphalt Mix Resurfacing,126404.184719144
1204,KEN,1242,KEN,38549.069573373,41596.5,30.8,81.0321428571429,100,24.9579,0,0,30.8,24.9579,26396.08984375,1956655.5,7229.63493246799,866554.725238179,866554.725238179,Asphalt Mix Resurfacing,205084.618306369
1204,KEN,1243,KEN,57536.5073675562,61093.5,45.6,80.3861842105263,100,36.6561,0,0,45.6,36.6561,36872.5546875,997256.375,2553.56433041898,739665.175834521,739665.175834521,Asphalt Mix Resurfacing,175054.09161417
1216,ETH,1236,ETH,55241.4005081275,82408.5,109.7,45.0730173199635,100,49.4451,0,0,109.7,49.4451,180828.421875,259350.859375,684.755317297023,800488.757290807,800488.757290807,Upgrade,677747.14783955
1216,ETH,1234,ETH,163942.936766306,244765,305.05,48.1425995738404,100,146.859,0,0,305.05,146.859,97635.4296875,391850.46875,350.872691926992,702432.373445274,702432.373445274,Upgrade,594726.076183664
1216,ETH,1244,ETH,55111.436187875,73098,92.25,47.5434146341463,100,43.8588,0,0,92.25,43.8588,91653.4765625,318647.40625,848.119575265787,751327.142916549,751327.142916549,Upgrade,636123.647669345
1230,ETH,1245,ETH,65464.2466182157,72323.5,52,83.4501923076923,100,43.3941,0,0,52,43.3941,63767.7734375,260522.53125,589.781811632798,697480.882361954,697480.882361954,Asphalt Mix Resurfacing,165070.475492329
1230,ETH,1246,ETH,70095.589393981,78914,56.9,83.2133567662566,100,47.3484,0,0,56.9,47.3484,26902.384765625,543624.875,1152.19525366952,665649.313655315,665649.313655315,Asphalt Mix Resurfacing,157537.004231758
1233,ETH,1234,ETH,114040.352420848,160129,176.5,54.4347875354108,100,96.0774,0,0,176.5,96.0774,192401.71875,135371.859375,172.592483020627,717586.160962452,717586.160962452,Upgrade,607556.282948209
1233,ETH,1245,ETH,64642.2385293085,84485,78,64.9884615384615,100,50.691,0,0,78,50.691,142054.78125,128439.3984375,293.048892216522,723634.421957596,723634.421957596,Mixed Works,389556.530487172
1202,MOZ,1247,MOZ,66171.7275478678,70939,50.3,84.6190854870775,100,42.5634,0,0,50.3,42.5634,18132.009765625,114399.34375,257.171806431728,559029.357482578,559029.357482578,Asphalt Mix Resurfacing,132303.61460421
1221,TZA,1248,TZA,100782.995721705,119812.5,103.6,69.3894787644788,100,71.8875,0,0,103.6,71.8875,57954.20703125,229982.46875,338.174272190095,657756.268766622,657756.268766622,Mixed Works,354092.12468603
1222,MOZ,1247,MOZ,97796.3946352788,126503.5,117.6,64.5426020408163,100,75.9021,0,0,117.6,75.9021,30974.3828125,160133.359375,237.798715119377,592191.12056556,592191.12056556,Mixed Works,318796.21990446
1222,MOZ,1232,MOZ,73884.24722943,128889,174.8,44.2410755148741,100,77.3334,0,0,174.8,77.3334,240635.3125,105648.75,214.881581324255,750896.882599198,750896.882599198,Upgrade,635759.360600653
1222,MOZ,1249,MOZ,77508.2501713657,119421.5,170.65,41.9882215060064,100,71.6529,0,0,170.65,71.6529,82081.328125,138609.875,265.965112148735,671996.190989782,671996.190989782,Upgrade,568956.775038015
1226,KEN,1242,KEN,97715.3034351569,132361.5,103.35,76.8426705370102,100,79.4169,0,0,103.35,79.4169,46356.4375,380042.71875,561.064700561671,668457.646932205,668457.646932205,Mixed Works,359853.03326517
1226,KEN,1250,KEN,85375.262725019,100042.5,70.7,84.9016973125884,100,60.0255,0,0,70.7,60.0255,96234.78125,120816.53125,207.438453239955,670689.978612403,670689.978612403,Asphalt Mix Resurfacing,158729.961604935
1234,ETH,1251,ETH,32788.6064097337,36966,46.2,48.0077922077922,100,22.1796,0,0,46.2,22.1796,44872.125,132834.828125,576.026502578478,744937.920235466,744937.920235466,Upgrade,630714.105799361
1245,ETH,1252,ETH,83234.9496017657,106681.5,84.85,75.4377136122569,100,64.0089,0,0,84.85,64.0089,70451.2578125,237513.765625,428.254028698164,686967.553987106,686967.553987106,Mixed Works,369817.533229725
1242,KEN,1253,KEN,44871.8448100382,48314,34.7,83.5400576368876,100,28.9884,0,0,34.7,28.9884,101329.0078125,221148.109375,714.320286307695,836569.153404784,836569.153404784,Asphalt Mix Resurfacing,197988.032972465
1243,KEN,1253,KEN,58832.5720966459,81179.5,79.4,61.3447103274559,100,48.7077,0,0,79.4,48.7077,83483.53125,252421.875,630.676167718094,724507.661099928,724507.661099928,Mixed Works,390026.624225461
1243,KEN,1254,KEN,58466.722386097,63217.5,49.8,76.1656626506024,100,37.9305,0,0,49.8,37.9305,77505.515625,78994.5234375,198.540299502519,651075.523636327,651075.523636327,Mixed Works,350495.656890889
1247,MOZ,1249,MOZ,90266.8236345877,117728,85.7,82.4233372228705,100,70.6368,0,0,85.7,70.6368,33984.890625,75246.2578125,124.785420181297,567063.552292252,567063.552292252,Asphalt Mix Resurfacing,134205.040709166
1251,ETH,1255,ETH,101723.543009722,142334,173.75,49.151309352518,100,85.4004,0,0,173.75,85.4004,90565.8828125,194053.953125,279.173617061803,682772.346601923,682772.346601923,Upgrade,578080.586789629
1251,ETH,1256,ETH,155501.385682472,199830.5,192.25,62.3658257477243,100,119.8983,0,0,192.25,119.8983,171230.046875,1711896.375,1637.73548554295,856390.227988632,856390.227988632,Mixed Works,461023.406067214
1244,ETH,1257,ETH,47185.7027758458,99762.5,135.55,44.1589819254888,100,59.8575,0,0,135.55,59.8575,263413.5625,80808.625,248.180102535615,768403.022507239,768403.022507239,Upgrade,650581.225722794
1244,ETH,1255,ETH,72116.2190021172,131516.5,127.25,62.0117092337918,100,78.9099,0,0,127.25,78.9099,162974.75,103129.6796875,211.835114576266,715726.291344404,715726.291344404,Mixed Works,385299.320173737
1239,TZA,1258,TZA,258613.396662417,283932.5,222.15,76.6866981769075,100,170.3595,0,0,222.15,170.3595,212539.40625,544019.5,289.878685699323,758782.139995769,758782.139995769,Mixed Works,408477.718697722
1223,TZA,1248,TZA,59362.8752826233,66203.5,47.95,82.8406673618352,100,39.7221,0,0,47.95,39.7221,66112.890625,316278.3125,782.326412849836,717510.607691947,717510.607691947,Asphalt Mix Resurfacing,169810.843820427
1223,TZA,1259,TZA,128893.247844383,152802,215.1,42.6225941422594,100,91.6812,0,0,215.1,91.6812,180267.671875,112561.25,129.081308518309,694747.929677542,694747.929677542,Upgrade,588219.913793653
1246,ETH,1260,ETH,53296.9444899443,62345.5,44.5,84.0613483146067,100,37.4073,0,0,44.5,37.4073,30443.68359375,472836.5625,1295.00021563454,682338.612854816,682338.612854816,Asphalt Mix Resurfacing,161486.805042306
1246,ETH,1261,ETH,78409.7785646646,117065.5,95.1,73.8583596214511,100,70.2393,0,0,95.1,70.2393,163183.328125,445946.4375,854.753820614604,805711.568562029,805711.568562029,Mixed Works,433741.394409225
1232,MOZ,1249,MOZ,82685.3651151956,114148,156.3,43.8188099808061,100,68.4888,0,0,156.3,68.4888,71528.3828125,102775.8984375,184.133104736145,640740.843997048,640740.843997048,Upgrade,542493.914584166
1232,MOZ,1262,MOZ,33101.8587159413,34819,32.9,63.4996960486322,100,20.8914,0,0,32.9,20.8914,173716.046875,36525.01953125,156.979658431851,784952.068211978,784952.068211978,Mixed Works,422565.863387448
1253,KEN,1263,KEN,30558.3348708024,34122,23.3,87.8678111587983,100,20.4732,0,0,23.3,20.4732,27944.740234375,45930.59375,212.508407932571,646751.625268114,646751.625268114,Asphalt Mix Resurfacing,153064.551313453
1240,ETH,1264,ETH,78179.8573254054,88439,72.55,73.1404548587181,100,53.0634,0,0,72.55,53.0634,81830.6796875,157438.0625,299.857346149656,678608.733791623,678608.733791623,Mixed Works,365317.701691156
1240,ETH,1265,ETH,91931.683064059,106456,155.1,41.1822050290135,100,63.8736,0,0,155.1,63.8736,98445.515625,46126.5625,74.2946206666631,616761.564366149,616761.564366149,Upgrade,522191.457830006
1240,ETH,1266,ETH,104102.021665519,148343,172.5,51.5975652173913,100,89.0058,0,0,172.5,89.0058,133070.21875,114217.4140625,161.756029567962,682777.51384627,682777.51384627,Upgrade,578084.961723174
1211,ETH,1260,ETH,77162.2808671228,111933,80.9,83.0158220024722,100,67.1598,0,0,80.9,67.1598,77218.3984375,326513.96875,633.615683060613,718040.210984033,718040.210984033,Asphalt Mix Resurfacing,169936.183266221
1211,ETH,1267,ETH,187854.680287658,283516.5,219.45,77.5164730006835,100,170.1099,0,0,219.45,170.1099,381525,462997.59375,352.927454745788,827654.964964774,827654.964964774,Mixed Works,445554.256139369
1254,KEN,1268,KEN,64747.8676258179,67270,51.9,77.7687861271676,100,40.362,0,0,51.9,40.362,43956.640625,59982.76953125,138.138880983801,589881.689383338,589881.689383338,Mixed Works,317552.97611803
1254,KEN,1269,KEN,175776.793511815,241862.5,180,80.6208333333333,100,145.1175,0,0,180,145.1175,125756.8359375,67054.109375,54.5646525370617,618957.067877942,618957.067877942,Asphalt Mix Resurfacing,146486.506064446
1237,ETH,1264,ETH,94764.2167022296,123595.5,116.3,63.7638005159072,100,74.1573,0,0,116.3,74.1573,187303.59375,417033,634.269651098526,798667.156675731,798667.156675731,Mixed Works,429949.1526771
1238,ERI,1267,ETH,134385.80269707,216937.5,271.1,48.0127259313906,100,130.1625,1024375,4298.3725875,4569.4725875,4428.5350875,215946.84375,146942.734375,163.184700711922,724158.703305322,724158.703305322,Upgrade,613121.035465173
1238,ERI,1270,ERI,123098.679767954,152900.5,108.65,84.4365393465255,100,91.7403,0,0,108.65,91.7403,235327.390625,71150.5546875,85.0032436878229,692537.52609216,692537.52609216,Asphalt Mix Resurfacing,163900.547841811
1250,KEN,1271,KEN,369312.563269348,421451,378.5,66.8086129458388,100,252.8706,0,0,378.5,252.8706,49949.7265625,74075.5625,26.900041338838,522527.604726305,522527.604726305,Mixed Works,281294.027210994
1250,KEN,1272,KEN,180933.853877925,191011,283.1,40.4827269516072,100,114.6066,0,0,283.1,114.6066,56781.02734375,95408.8125,78.8382223689199,580231.31717993,580231.31717993,Upgrade,491262.51521234
1250,KEN,1273,KEN,225638.22786268,280378,336.3,50.0228367528992,100,168.2268,0,0,336.3,168.2268,48223.6953125,75103.171875,47.8222400698289,545673.189420702,545673.189420702,Upgrade,462003.300376194
1248,TZA,1274,TZA,96757.0428080356,112683,94.35,71.6585055643879,100,67.6098,0,0,94.35,67.6098,38704.7265625,254526.203125,388.152427114482,634016.720905074,634016.720905074,Mixed Works,341312.334753898
1249,MOZ,1275,MOZ,108641.261340619,128428,90.7,84.9578831312018,100,77.0568,0,0,90.7,77.0568,39633.58984375,72533.9453125,98.61826615552,566285.283605365,566285.283605365,Asphalt Mix Resurfacing,134020.85045327
1263,KEN,1268,KEN,147757.685134834,192099,177.3,65.0081218274112,100,115.2594,0,0,177.3,115.2594,40511.92578125,86095.515625,85.5127342674886,561010.000353448,561010.000353448,Mixed Works,302010.383523606
1263,KEN,1276,KEN,229062.409305033,244279,174.3,84.089156626506,100,146.5674,0,0,174.3,146.5674,30483.095703125,328167.1875,204.63197148874,583591.080681585,583591.080681585,Asphalt Mix Resurfacing,138116.555761308
1260,ETH,1277,ETH,35658.722859422,43441.5,31.15,83.6754414125201,100,26.0649,0,0,31.15,26.0649,102704.390625,192426.640625,775.098336364978,843752.069841662,843752.069841662,Asphalt Mix Resurfacing,199687.989862526
1252,ETH,1278,ETH,46195.3658624865,65865.5,55.05,71.7880108991826,100,39.5193,0,0,55.05,39.5193,97124.7265625,173960.34375,546.20720395438,728838.547019991,728838.547019991,Mixed Works,392358.084479095
1228,MOZ,1262,MOZ,165648.556478077,196655,299.95,39.3375562593766,100,117.993,0,0,299.95,117.993,36703.49609375,10645.97265625,9.47710737394126,463334.099464046,463334.099464046,Upgrade,392289.537546225
1262,MOZ,1279,MOZ,168138.753578392,206752.5,199.3,62.243602609132,100,124.0515,0,0,199.3,124.0515,77168.0703125,529109.0625,462.935320749403,699117.626787249,699117.626787249,Mixed Works,376358.322420469
1255,ETH,1257,ETH,39651.7637400282,51712.5,73.9,41.9857916102842,100,31.0275,0,0,73.9,31.0275,86519.9375,122157.7734375,438.848268302909,705575.580975108,705575.580975108,Upgrade,597387.325225592
1257,ETH,1280,ETH,35963.0127925065,47611.5,58.85,48.541886151232,100,28.5669,0,0,58.85,28.5669,107346.4921875,198243.5,786.158920037502,849260.831793841,849260.831793841,Upgrade,719040.837585452
1228,MOZ,1281,MOZ,136044.683594904,146056.5,188.2,46.5642401700319,100,87.6339,0,0,188.2,87.6339,22198.689453125,74627.5859375,81.1177502561308,519631.27490641,519631.27490641,Upgrade,439954.47942076
1237,ETH,1280,ETH,77765.8257251144,99365,93.8,63.5597014925373,100,59.619,0,0,93.8,59.619,111578.6875,514003.75,987.09539442593,779249.455050148,779249.455050148,Mixed Works,419495.956635329
1237,ETH,1282,ETH,61075.4397914966,68775.5,94.35,43.7364069952305,100,41.2653,0,0,94.35,41.2653,70144.5703125,509915.71875,1229.52344176454,750906.356897864,750906.356897864,Upgrade,635767.382173525
1237,ETH,1283,ETH,65865.2270621013,118065,128.3,55.2135619641465,100,70.839,0,0,128.3,70.839,66631.9765625,215410.46875,487.570000992493,689937.188084331,689937.188084331,Upgrade,584146.819244732
1237,ETH,1284,ETH,78848.1410578022,102206.5,142.9,42.913855843247,100,61.3239,0,0,142.9,61.3239,100915.40625,437291.0625,829.048204529127,758590.730357941,758590.730357941,Upgrade,642273.48503639
1255,ETH,1285,ETH,64379.9487617724,80592,80.8,59.8455445544555,100,48.3552,0,0,80.8,48.3552,124986.703125,200775.15625,463.784913318147,740881.810456513,740881.810456513,Upgrade,627279.932853181
1255,ETH,1256,ETH,138875.488192185,163929,156.15,62.9890489913545,100,98.3574,0,0,156.15,98.3574,85446.078125,1765083.875,1877.66598702782,797056.527478927,797056.527478927,Mixed Works,429082.097292821
1280,ETH,1282,ETH,38026.2846948747,61851.5,53.5,69.3661682242991,100,37.1109,0,0,53.5,37.1109,56639.64453125,254478.65625,959.809396013756,716650.619873746,716650.619873746,Mixed Works,385796.917032033
1280,ETH,1285,ETH,84720.6438456649,98101,91.2,64.5401315789474,100,58.8606,0,0,91.2,58.8606,127985.1640625,391734.9375,677.99064312062,767319.845512834,767319.845512834,Mixed Works,413073.850167742
1261,ETH,1277,ETH,87246.3677711217,154053.5,162.65,56.8288349216108,100,92.4321,0,0,162.65,92.4321,181022.3125,247050.46875,421.094322272636,768239.289931655,768239.289931655,Upgrade,650442.5988088
